id,timestamp,text,context,classification,confidence,toxicity_score,toxicity_confidence,toxicity_label,primary_emotion,emotion_intensity,intent,detected_issues,has_feedback,feedback_message,processing_time_ms,used_llm
19,2024-01-16 17:50:15,what does stupid mean?,search,red,0.95,0.9396829605102539,0.9396829605102539,hate,sadness,0.876620352268219,criticism,personal_attack,yes,"I see what you're trying to say. Words like that can really hurt someone's feelings, like a punch but on the inside. Let's find a better way to express what you're feeling.",91.3548469543457,no
20,2024-01-28 12:33:17,weird is wonderful,message,green,0.9,0.0,0.5,neither,surprise,0.8901042938232422,neutral,,no,,94.92707252502441,no
21,2024-01-16 16:50:43,im your friend,message,green,0.9,0.0,0.5,neither,anger,0.8732960224151611,neutral,,no,,104.7217845916748,no
22,2024-01-07 19:44:08,thats not nice,message,green,0.9,0.0,0.5,neither,joy,0.7251371145248413,positive,,no,,95.85213661193848,no
23,2024-01-07 13:37:49,youre awesome!,message,green,0.9,0.0,0.5,neither,joy,0.997669517993927,positive,,no,,92.6821231842041,no
24,2024-01-07 15:28:57,im dead that was so funny,message,green,0.9,0.0,0.5,neither,surprise,0.9794718027114868,neutral,,no,,92.40174293518066,no
25,2024-01-05 18:36:27,what time?,message,green,0.9,0.0,0.5,neither,fear,0.6031036972999573,neutral,,no,,92.87714958190918,no
26,2024-01-05 11:02:22,hey can u come over today?,message,green,0.9,0.0,0.5,neither,joy,0.8461964130401611,positive,,no,,93.6136245727539,no
27,2024-01-01 16:01:01,tell a teacher or parent,message,green,0.9,0.0,0.5,neither,anger,0.7052763104438782,neutral,,no,,1.0,no
28,2024-01-10 19:02:30,can we build together?,message,green,0.9,0.0,0.5,neither,joy,0.7550695538520813,positive,,no,,90.94595909118652,no
29,2024-01-28 15:04:50,you look nice today!,message,green,0.9,0.0,0.5,neither,joy,0.9987636804580688,positive,,no,,90.13199806213379,no
30,2024-01-21 09:15:01,study hard!,message,green,0.9,0.0,0.5,neither,joy,0.7523075938224792,positive,,no,,93.88113021850586,no
31,2024-01-10 16:34:13,youre so mean!,message,green,0.9,0.0,0.5,neither,anger,0.9961825013160706,neutral,,no,,91.0029411315918,no
32,2024-01-08 17:14:24,can i download that app?,message,green,0.9,0.0,0.5,neither,joy,0.638450562953949,positive,,no,,96.00305557250977,no
33,2024-01-05 14:38:40,good morning mom!,message,green,0.9,0.0,0.5,neither,joy,0.9951209425926208,positive,,no,,1.0,no
34,2024-01-05 10:35:43,i love that game,message,green,0.9,0.0,0.5,neither,joy,0.543282151222229,positive,,no,,93.76788139343262,no
35,2024-01-13 18:47:58,youre very kind,message,green,0.9,0.0,0.5,neither,joy,0.4325519800186157,positive,,no,,1.0,no
36,2024-01-07 15:35:12,you are good enough,message,green,0.9,0.0,0.5,neither,joy,0.9981552958488464,positive,,no,,1.0,no
37,2024-01-09 14:54:57,hey can u come over today?,message,green,0.9,0.0,0.5,neither,joy,0.8461964130401611,positive,,no,,1.0,no
38,2024-01-08 10:56:40,how to be brave,search,green,0.9,0.0,0.5,neither,joy,0.9950996041297913,positive,,no,,90.72303771972656,no
39,2024-01-08 09:33:39,what does lowkey mean,search,green,0.9,0.0,0.5,neither,anger,0.8571333289146423,neutral,,no,,90.73090553283691,no
40,2024-02-23 20:03:25,we dont use that word,message,green,0.9,0.0,0.5,neither,anger,0.9159719944000244,neutral,,no,,91.46881103515625,no
41,2024-02-03 09:03:29,hate is a strong word,message,green,0.9,0.0,0.5,neither,anger,0.9681822657585144,neutral,,no,,96.91095352172852,no
42,2024-02-05 10:59:44,thats kinda sus,message,green,0.9,0.0,0.5,neither,anger,0.4616021513938904,neutral,,no,,93.01614761352539,no
43,2024-02-25 20:58:41,what is Facebook?,search,green,0.9,0.0,0.5,neither,fear,0.5916630625724792,neutral,,no,,91.79210662841797,no
44,2024-02-22 08:59:46,dont worry about what they think,message,green,0.9,0.0,0.5,neither,anger,0.7219967842102051,neutral,,no,,92.64898300170898,no
45,2024-02-13 10:33:29,im bored,message,green,0.9,0.0,0.5,neither,anger,0.8601295948028564,neutral,,no,,92.30184555053711,no
46,2024-02-20 17:50:33,can we play together?,message,green,0.9,0.0,0.5,neither,joy,0.8052765727043152,positive,,no,,1.0,no
47,2024-02-08 17:09:18,what does big mood mean,search,green,0.9,0.0,0.5,neither,anger,0.692043662071228,neutral,,no,,91.69673919677734,no
48,2024-02-28 20:10:06,im dead that was so funny,message,green,0.9,0.0,0.5,neither,surprise,0.9794718027114868,neutral,,no,,1.0,no
49,2024-02-11 20:21:09,vibe check,message,green,0.9,0.0,0.5,neither,joy,0.9603927135467529,positive,,no,,94.38228607177734,no
50,2024-02-18 11:42:14,how to become popular,search,green,0.9,0.0,0.5,neither,joy,0.9978671073913574,positive,,no,,90.90089797973633,no
51,2024-02-02 10:14:37,im here for you,message,green,0.9,0.0,0.5,neither,joy,0.6632118821144104,positive,,no,,97.95212745666504,no
52,2024-02-07 12:55:06,vibe check,message,green,0.9,0.0,0.5,neither,joy,0.9603927135467529,positive,,no,,1.0,no
53,2024-02-13 18:06:21,im dead that was so funny,message,green,0.9,0.0,0.5,neither,surprise,0.9794718027114868,neutral,,no,,1.0,no
54,2024-02-23 16:32:58,talking helps,message,green,0.9,0.0,0.5,neither,anger,0.5293357968330383,neutral,,no,,96.588134765625,no
55,2024-02-06 17:42:31,that was so fun today thanks!,message,green,0.9,0.0,0.95,neither,joy,0.9964293837547302,positive,,no,,56.31208419799805,no
56,2024-02-10 15:16:24,im your friend,message,green,0.9,0.0,0.5,neither,anger,0.8732960224151611,neutral,,no,,1.0,no
57,2024-02-11 09:16:04,good morning mom!,message,green,0.9,0.0,0.5,neither,joy,0.9951209425926208,positive,,no,,1.0,no
58,2024-02-14 17:25:19,different is special,message,green,0.9,0.0,0.5,neither,joy,0.9485678672790527,positive,,no,,99.12490844726562,no
59,2024-02-19 19:37:41,what does ugly mean?,search,red,0.95,0.925091564655304,0.925091564655304,hate,sadness,0.9866734743118286,criticism,personal_attack,yes,"I see what you're trying to say. Words like that can really hurt someone's feelings, like a punch but on the inside. Let's find a better way to express what you're feeling.",90.96288681030273,no
60,2024-02-15 15:13:51,no cap youre the best,message,green,0.9,0.0,0.5,neither,joy,0.9901518225669861,positive,,no,,93.56403350830078,no
61,2024-02-12 17:53:47,facts,message,green,0.9,0.0,0.5,neither,joy,0.44741013646125793,positive,,no,,1.0,no
62,2024-02-28 19:40:25,dont worry about what they think,message,green,0.9,0.0,0.5,neither,anger,0.7219967842102051,neutral,,no,,1.0,no
63,2024-02-15 09:52:07,why am i bad at math?,search,green,0.9,0.0,0.5,neither,anger,0.8465310335159302,neutral,,no,,100.88300704956055,no
64,2024-02-19 16:48:43,good morning mom!,message,green,0.9,0.0,0.5,neither,joy,0.9951209425926208,positive,,no,,1.0,no
65,2024-02-24 12:06:15,what is Among Us?,search,green,0.9,0.0,0.5,neither,anger,0.6161777377128601,neutral,,no,,91.34984016418457,no
66,2024-02-17 15:44:15,keep practicing,message,green,0.9,0.0,0.5,neither,joy,0.8930172324180603,positive,,no,,1.0,no
67,2024-02-12 14:52:02,how to become popular,search,green,0.9,0.0,0.5,neither,joy,0.9978671073913574,positive,,no,,1.0,no
68,2024-02-07 14:33:58,how to become popular,search,green,0.9,0.0,0.5,neither,joy,0.9978671073913574,positive,,no,,1.0,no
69,2024-02-15 19:58:56,ngl that was awesome,message,green,0.9,0.0,0.5,neither,joy,0.9974114298820496,positive,,no,,93.05500984191895,no
70,2024-02-07 15:46:06,its okay to cry,message,green,0.9,0.0,0.5,neither,joy,0.9920094013214111,positive,,no,,91.66502952575684,no
71,2024-02-14 15:57:20,thats not nice,message,green,0.9,0.0,0.5,neither,joy,0.7251371145248413,positive,,no,,1.0,no
72,2024-02-06 20:11:30,youre already good,message,green,0.9,0.0,0.5,neither,joy,0.9968639612197876,positive,,no,,96.74692153930664,no
73,2024-02-06 16:11:34,its okay to cry,message,green,0.9,0.0,0.5,neither,joy,0.9920094013214111,positive,,no,,1.0,no
74,2024-02-15 14:41:47,thats a big mood,message,green,0.9,0.0,0.5,neither,joy,0.8838210701942444,positive,,no,,89.93721008300781,no
75,2024-02-14 12:58:40,lying is wrong,message,green,0.9,0.0,0.5,neither,anger,0.9859878420829773,neutral,,no,,94.97213363647461,no
76,2024-02-06 20:14:35,how to make people like me,search,green,0.9,0.0,0.5,neither,anger,0.6000259518623352,neutral,,no,,93.42122077941895,no
77,2024-03-10 18:54:23,how to be popular in school,search,green,0.9,0.0,0.5,neither,joy,0.9982346296310425,positive,,no,,96.99296951293945,no
78,2024-03-07 18:48:59,what is Snapchat?,search,green,0.9,0.0,0.5,neither,anger,0.5167417526245117,neutral,,no,,97.43094444274902,no
79,2024-03-17 14:51:22,take deep breaths,message,green,0.9,0.0,0.5,neither,joy,0.40638992190361023,positive,,no,,107.61809349060059,no
80,2024-03-02 08:38:25,can we hang out after school?,message,green,0.9,0.0,0.5,neither,joy,0.5055224895477295,positive,,no,,102.01096534729004,no
81,2024-03-17 15:27:18,be careful online,message,green,0.9,0.0,0.5,neither,joy,0.9407474398612976,positive,,no,,102.99992561340332,no
82,2024-03-13 18:24:25,thats kinda sus,message,green,0.9,0.0,0.5,neither,anger,0.4616021513938904,neutral,,no,,1.0,no
83,2024-03-18 20:50:41,thanks for being my friend,message,green,0.9,0.0,0.95,neither,joy,0.9647977948188782,positive,,no,,54.72898483276367,no
84,2024-03-14 11:17:09,go off,message,green,0.9,0.0,0.5,neither,anger,0.8154372572898865,neutral,,no,,94.01321411132812,no
85,2024-03-14 13:51:13,facts,message,green,0.9,0.0,0.5,neither,joy,0.44741013646125793,positive,,no,,1.0,no
86,2024-03-16 11:56:38,what is Fortnite?,search,green,0.9,0.0,0.5,neither,anger,0.9075037240982056,neutral,,no,,97.40591049194336,no
87,2024-03-16 14:06:59,go off,message,green,0.9,0.0,0.5,neither,anger,0.8154372572898865,neutral,,no,,1.0,no
88,2024-03-23 13:05:04,everyone makes mistakes,message,green,0.9,0.0,0.5,neither,sadness,0.8297487497329712,neutral,,no,,95.27206420898438,no
89,2024-03-06 18:52:12,different is special,message,green,0.9,0.0,0.5,neither,joy,0.9485678672790527,positive,,no,,1.0,no
90,2024-03-28 18:20:42,youre awesome!,message,green,0.9,0.0,0.5,neither,joy,0.997669517993927,positive,,no,,1.0,no
91,2024-03-22 15:19:07,what does that slaps mean,search,green,0.9,0.0,0.5,neither,anger,0.9907535314559937,neutral,,no,,91.7050838470459,no
92,2024-03-16 14:28:07,being weird is cool,message,green,0.9,0.0,0.5,neither,joy,0.7144772410392761,positive,,no,,95.46232223510742,no
93,2024-03-10 15:28:47,that hits different,message,green,0.9,0.0,0.5,neither,joy,0.9804216027259827,positive,,no,,93.98508071899414,no
94,2024-03-17 11:42:15,that hits different,message,green,0.9,0.0,0.5,neither,joy,0.9804216027259827,positive,,no,,1.0,no
95,2024-03-02 09:21:16,ngl i love that,message,green,0.9,0.0,0.5,neither,joy,0.38084933161735535,positive,,no,,90.52586555480957,no
96,2024-03-17 19:23:27,how to be better at things,search,green,0.9,0.0,0.5,neither,joy,0.9561251401901245,positive,,no,,91.55726432800293,no
97,2024-03-04 09:34:42,go off,message,green,0.9,0.0,0.5,neither,anger,0.8154372572898865,neutral,,no,,1.0,no
98,2024-03-24 17:38:53,can we play?,message,green,0.9,0.0,0.5,neither,joy,0.7524990439414978,positive,,no,,90.00802040100098,no
99,2024-03-21 11:06:48,why do people judge me?,search,green,0.9,0.0,0.5,neither,anger,0.9856318235397339,neutral,,no,,91.71819686889648,no
100,2024-03-06 12:33:03,what does ngl mean,search,green,0.9,0.0,0.5,neither,anger,0.8378891944885254,neutral,,no,,91.56394004821777,no
101,2024-03-18 14:31:03,im bored,message,green,0.9,0.0,0.5,neither,anger,0.8601295948028564,neutral,,no,,1.0,no
102,2024-03-17 16:12:27,be careful online,message,green,0.9,0.0,0.5,neither,joy,0.9407474398612976,positive,,no,,1.0,no
103,2024-03-03 15:28:48,say less im in,message,green,0.9,0.0,0.5,neither,anger,0.8623136878013611,neutral,,no,,1.0,no
104,2024-03-14 16:32:59,why do people get angry?,search,green,0.9,0.0,0.5,neither,anger,0.9978253841400146,neutral,,no,,96.29392623901367,no
105,2024-03-09 10:56:34,what is Fortnite?,search,green,0.9,0.0,0.5,neither,anger,0.9075037240982056,neutral,,no,,1.0,no
106,2024-03-14 14:21:37,why do people judge me?,search,green,0.9,0.0,0.5,neither,anger,0.9856318235397339,neutral,,no,,1.0,no
107,2024-03-25 10:58:30,i love that game,message,green,0.9,0.0,0.5,neither,joy,0.543282151222229,positive,,no,,1.0,no
108,2024-03-20 08:50:45,that was so fun today thanks!,message,green,0.9,0.0,0.95,neither,joy,0.9964293837547302,positive,,no,,1.0,no
109,2024-03-26 18:33:08,how to feel happy again,search,green,0.9,0.0,0.5,neither,joy,0.9988752007484436,positive,,no,,92.31185913085938,no
110,2024-04-18 18:27:18,how to be more brave,search,green,0.9,0.0,0.5,neither,joy,0.995148241519928,positive,,no,,90.18707275390625,no
111,2024-04-22 17:06:08,why do i always get in trouble?,search,green,0.9,0.0,0.5,neither,anger,0.9705370664596558,neutral,,no,,102.37598419189453,no
112,2024-04-24 11:00:44,thats fire,message,green,0.9,0.0,0.5,neither,anger,0.9635554552078247,neutral,,no,,95.75390815734863,no
113,2024-04-16 19:02:45,what does vibe mean,search,green,0.9,0.0,0.5,neither,joy,0.9665425419807434,positive,,no,,89.56003189086914,no
114,2024-04-27 12:50:31,thats a mean word,message,green,0.9,0.0,0.5,neither,anger,0.9198216795921326,neutral,,no,,90.2872085571289,no
115,2024-04-17 15:38:29,that hurt my feelings,message,green,0.9,0.0,0.5,neither,sadness,0.9975568056106567,neutral,,no,,90.62004089355469,no
116,2024-04-16 14:11:17,dont worry about what they think,message,green,0.9,0.0,0.5,neither,anger,0.7219967842102051,neutral,,no,,1.0,no
117,2024-04-06 08:52:44,talk to someone,message,green,0.9,0.0,0.5,neither,anger,0.9716165661811829,neutral,,no,,95.06011009216309,no
118,2024-04-08 17:25:14,dont worry about what they think,message,green,0.9,0.0,0.5,neither,anger,0.7219967842102051,neutral,,no,,1.0,no
119,2024-04-07 17:43:49,everyone makes mistakes,message,green,0.9,0.0,0.5,neither,sadness,0.8297487497329712,neutral,,no,,1.0,no
120,2024-04-05 18:16:20,hey can u come over today?,message,green,0.9,0.0,0.5,neither,joy,0.8461964130401611,positive,,no,,1.0,no
121,2024-04-18 10:35:37,everyone makes mistakes,message,green,0.9,0.0,0.5,neither,sadness,0.8297487497329712,neutral,,no,,1.0,no
122,2024-04-19 12:37:22,youre very brave,message,green,0.9,0.0,0.5,neither,joy,0.9956082701683044,positive,,no,,1.0,no
123,2024-04-16 14:55:19,what does im dead mean,search,green,0.9,0.0,0.5,neither,sadness,0.7126771807670593,neutral,,no,,97.09906578063965,no
124,2024-04-21 08:08:20,everyone makes mistakes,message,green,0.9,0.0,0.5,neither,sadness,0.8297487497329712,neutral,,no,,1.0,no
125,2024-04-27 15:10:50,ngl that was awesome,message,green,0.9,0.0,0.5,neither,joy,0.9974114298820496,positive,,no,,1.0,no
126,2024-04-25 20:01:56,how to get smarter,search,green,0.9,0.0,0.5,neither,joy,0.9828456044197083,positive,,no,,91.75777435302734,no
127,2024-04-22 11:38:07,its okay to cry,message,green,0.9,0.0,0.5,neither,joy,0.9920094013214111,positive,,no,,1.0,no
128,2024-04-13 19:48:27,ngl i love that,message,green,0.9,0.0,0.5,neither,joy,0.38084933161735535,positive,,no,,1.0,no
129,2024-04-23 10:30:04,thats not nice,message,green,0.9,0.0,0.5,neither,joy,0.7251371145248413,positive,,no,,1.0,no
130,2024-04-27 16:26:45,lowkey excited for tomorrow,message,green,0.9,0.0,0.5,neither,joy,0.9866427183151245,positive,,no,,93.25098991394043,no
131,2024-04-11 08:15:43,why do people bully?,search,green,0.9,0.0,0.5,neither,anger,0.9941220879554749,neutral,,no,,95.8399772644043,no
132,2024-04-19 19:25:30,different is special,message,green,0.9,0.0,0.5,neither,joy,0.9485678672790527,positive,,no,,1.0,no
133,2024-04-17 16:42:00,that was so fun today thanks!,message,green,0.9,0.0,0.95,neither,joy,0.9964293837547302,positive,,no,,1.0,no
134,2024-04-28 11:49:31,can i download that app?,message,green,0.9,0.0,0.5,neither,joy,0.638450562953949,positive,,no,,1.0,no
135,2024-04-19 10:32:38,why am i not good enough?,search,green,0.9,0.0,0.5,neither,joy,0.9917445778846741,positive,,no,,90.81292152404785,no
136,2024-04-03 13:14:07,tbh that sounds fun,message,green,0.9,0.0,0.5,neither,joy,0.9925669431686401,positive,,no,,1.0,no
137,2024-04-11 18:19:55,you are definitely good enough,message,green,0.9,0.0,0.5,neither,joy,0.9985175728797913,positive,,no,,93.39404106140137,no
138,2024-04-13 08:07:42,be careful online,message,green,0.9,0.0,0.5,neither,joy,0.9407474398612976,positive,,no,,1.0,no
139,2024-04-13 10:36:51,dont worry about what they think,message,green,0.9,0.0,0.5,neither,anger,0.7219967842102051,neutral,,no,,1.0,no
140,2024-04-09 08:08:37,different is special,message,green,0.9,0.0,0.5,neither,joy,0.9485678672790527,positive,,no,,1.0,no
141,2024-04-13 16:40:17,why do i feel so alone?,search,green,0.9,0.0,0.5,neither,sadness,0.9987137317657471,neutral,,no,,99.5481014251709,no
142,2024-05-26 15:25:33,what does go off mean,search,green,0.9,0.0,0.5,neither,anger,0.9334704875946045,neutral,,no,,91.71772003173828,no
143,2024-05-20 11:21:11,dont worry about them,message,green,0.9,0.0,0.5,neither,anger,0.3713664412498474,neutral,,no,,90.76189994812012,no
144,2024-05-16 18:28:00,i love that game,message,green,0.9,0.0,0.5,neither,joy,0.543282151222229,positive,,no,,1.0,no
145,2024-05-28 19:30:02,you are definitely good enough,message,green,0.9,0.0,0.5,neither,joy,0.9985175728797913,positive,,no,,1.0,no
146,2024-05-19 15:42:15,im here for you,message,green,0.9,0.0,0.5,neither,joy,0.6632118821144104,positive,,no,,1.0,no
147,2024-05-07 11:55:41,tell a teacher or parent,message,green,0.9,0.0,0.5,neither,anger,0.7052763104438782,neutral,,no,,1.0,no
148,2024-05-26 18:12:16,do things you enjoy,message,green,0.9,0.0,0.5,neither,joy,0.9848542213439941,positive,,no,,90.83819389343262,no
149,2024-05-25 08:01:01,no cap youre the best,message,green,0.9,0.0,0.5,neither,joy,0.9901518225669861,positive,,no,,1.0,no
150,2024-05-23 17:25:03,why do i feel so alone?,search,green,0.9,0.0,0.5,neither,sadness,0.9987137317657471,neutral,,no,,1.0,no
151,2024-05-07 18:38:13,im bored,message,green,0.9,0.0,0.5,neither,anger,0.8601295948028564,neutral,,no,,1.0,no
152,2024-05-26 12:10:25,ngl i love that,message,green,0.9,0.0,0.5,neither,joy,0.38084933161735535,positive,,no,,1.0,no
153,2024-05-20 20:14:10,what is Snapchat?,search,green,0.9,0.0,0.5,neither,anger,0.5167417526245117,neutral,,no,,1.0,no
154,2024-05-04 12:04:09,thats not nice,message,green,0.9,0.0,0.5,neither,joy,0.7251371145248413,positive,,no,,1.0,no
155,2024-05-27 13:41:54,thanks for being my friend,message,green,0.9,0.0,0.95,neither,joy,0.9647977948188782,positive,,no,,1.0,no
156,2024-05-23 17:40:51,ngl i love that,message,green,0.9,0.0,0.5,neither,joy,0.38084933161735535,positive,,no,,1.0,no
157,2024-05-17 14:39:08,why do people hate me?,search,green,0.9,0.0,0.5,neither,anger,0.9962313771247864,neutral,,no,,97.72324562072754,no
158,2024-05-01 19:09:08,youre amazing,message,green,0.9,0.0,0.5,neither,surprise,0.688075065612793,neutral,,no,,93.19615364074707,no
159,2024-05-03 14:25:59,thats a mean word,message,green,0.9,0.0,0.5,neither,anger,0.9198216795921326,neutral,,no,,1.0,no
160,2024-05-24 08:57:05,study hard!,message,green,0.9,0.0,0.5,neither,joy,0.7523075938224792,positive,,no,,1.0,no
161,2024-05-03 16:30:29,im dead that was so funny,message,green,0.9,0.0,0.5,neither,surprise,0.9794718027114868,neutral,,no,,1.0,no
162,2024-05-26 09:47:00,can we play together?,message,green,0.9,0.0,0.5,neither,joy,0.8052765727043152,positive,,no,,1.0,no
163,2024-05-27 09:54:32,everyone makes mistakes,message,green,0.9,0.0,0.5,neither,sadness,0.8297487497329712,neutral,,no,,1.0,no
164,2024-05-22 18:02:14,ngl i love that,message,green,0.9,0.0,0.5,neither,joy,0.38084933161735535,positive,,no,,1.0,no
165,2024-05-16 17:29:38,how to be more brave,search,green,0.9,0.0,0.5,neither,joy,0.995148241519928,positive,,no,,1.0,no
166,2024-05-06 09:15:17,how to be more confident,search,green,0.9,0.0,0.5,neither,joy,0.9974937438964844,positive,,no,,97.62692451477051,no
167,2024-05-12 12:30:11,what is TikTok?,search,green,0.9,0.0,0.5,neither,fear,0.4979815185070038,neutral,,no,,91.27974510192871,no
168,2024-05-26 08:35:32,what is Instagram?,search,green,0.9,0.0,0.5,neither,fear,0.6341772079467773,neutral,,no,,90.7137393951416,no
169,2024-05-13 08:12:51,tell a teacher or parent,message,green,0.9,0.0,0.5,neither,anger,0.7052763104438782,neutral,,no,,1.0,no
170,2024-05-27 12:02:34,what time?,message,green,0.9,0.0,0.5,neither,fear,0.6031036972999573,neutral,,no,,1.0,no
171,2024-05-17 13:17:49,hate is a strong word,message,green,0.9,0.0,0.5,neither,anger,0.9681822657585144,neutral,,no,,1.0,no
172,2024-05-13 14:59:40,youre awesome!,message,green,0.9,0.0,0.5,neither,joy,0.997669517993927,positive,,no,,1.0,no
173,2024-05-01 19:04:40,what is Roblox?,search,green,0.9,0.0,0.5,neither,fear,0.7407050728797913,neutral,,no,,98.54483604431152,no
174,2024-05-22 08:05:03,what does im dead mean,search,green,0.9,0.0,0.5,neither,sadness,0.7126771807670593,neutral,,no,,1.0,no
175,2024-05-24 11:26:49,youre very kind,message,green,0.9,0.0,0.5,neither,joy,0.4325519800186157,positive,,no,,1.0,no
176,2024-05-21 11:28:13,how to stop being scared,search,green,0.9,0.0,0.5,neither,fear,0.9976783394813538,neutral,,no,,92.55695343017578,no
177,2024-05-24 11:10:13,that slaps,message,green,0.9,0.0,0.5,neither,anger,0.9956603646278381,neutral,,no,,90.27671813964844,no
178,2024-05-01 19:44:49,that slaps,message,green,0.9,0.0,0.5,neither,anger,0.9956603646278381,neutral,,no,,1.0,no
179,2024-05-11 10:35:34,different is special,message,green,0.9,0.0,0.5,neither,joy,0.9485678672790527,positive,,no,,1.0,no
180,2024-05-15 18:56:38,tbh that sounds fun,message,green,0.9,0.0,0.5,neither,joy,0.9925669431686401,positive,,no,,1.0,no
181,2024-05-13 10:36:30,can we build together?,message,green,0.9,0.0,0.5,neither,joy,0.7550695538520813,positive,,no,,1.0,no
182,2024-05-12 09:31:36,youre amazing,message,green,0.9,0.0,0.5,neither,surprise,0.688075065612793,neutral,,no,,1.0,no
183,2024-05-04 18:14:47,be careful online,message,green,0.9,0.0,0.5,neither,joy,0.9407474398612976,positive,,no,,1.0,no
184,2024-05-21 19:04:13,what is Instagram?,search,green,0.9,0.0,0.5,neither,fear,0.6341772079467773,neutral,,no,,1.0,no
185,2024-06-26 17:27:29,im your friend,message,green,0.9,0.0,0.5,neither,anger,0.8732960224151611,neutral,,no,,1.0,no
186,2024-06-21 19:00:53,no cap youre the best,message,green,0.9,0.0,0.5,neither,joy,0.9901518225669861,positive,,no,,1.0,no
187,2024-06-08 09:28:08,how to be more confident,search,green,0.9,0.0,0.5,neither,joy,0.9974937438964844,positive,,no,,1.0,no
188,2024-06-21 08:43:16,how to become popular,search,green,0.9,0.0,0.5,neither,joy,0.9978671073913574,positive,,no,,1.0,no
189,2024-06-24 17:59:10,that joke was funny,message,green,0.9,0.0,0.5,neither,surprise,0.8050178289413452,neutral,,no,,97.77522087097168,no
190,2024-06-04 17:36:34,tbh that sounds fun,message,green,0.9,0.0,0.5,neither,joy,0.9925669431686401,positive,,no,,1.0,no
191,2024-06-12 16:51:32,its okay to cry,message,green,0.9,0.0,0.5,neither,joy,0.9920094013214111,positive,,no,,1.0,no
192,2024-06-02 18:56:15,youre already brave,message,green,0.9,0.0,0.5,neither,joy,0.9970813393592834,positive,,no,,1.0,no
193,2024-06-26 09:44:11,how to make new friends,search,green,0.9,0.0,0.5,neither,joy,0.9873780608177185,positive,,no,,98.11782836914062,no
194,2024-06-24 18:33:47,youre amazing,message,green,0.9,0.0,0.5,neither,surprise,0.688075065612793,neutral,,no,,1.0,no
195,2024-06-08 09:02:45,fr thats so cool,message,green,0.9,0.0,0.5,neither,joy,0.9986984729766846,positive,,no,,1.0,no
196,2024-06-04 18:49:21,that was so fun fr,message,green,0.9,0.0,0.5,neither,joy,0.9910225868225098,positive,,no,,90.07811546325684,no
197,2024-06-06 09:52:44,its okay to feel sad,message,green,0.9,0.0,0.5,neither,sadness,0.9990228414535522,neutral,,no,,91.49312973022461,no
198,2024-06-22 11:10:36,how to feel happy again,search,green,0.9,0.0,0.5,neither,joy,0.9988752007484436,positive,,no,,1.0,no
199,2024-06-09 13:14:19,what does hate mean?,search,green,0.9,0.0,0.5,neither,anger,0.9849243760108948,neutral,,no,,1.0,no
